time crIndex gridPoint
f i i
 5.0000e-001 67776 67948
 5.0000e-001 67600 67974
 5.0000e-001 67196 68000
 5.0000e-001 67820 68026
 5.0000e-001 67578 68098
 5.0000e-001 66404 68124
 5.0000e-001 65928 68150
 5.0000e-001 66303 68176
 5.0000e-001 67622 68202
 5.0000e-001 63753 68297
 5.0000e-001 63832 68323
 5.0000e-001 65774 68349
 5.0000e-001 65730 68375
 5.0000e-001 67798 68401
 5.0000e-001 66976 68496
 5.0000e-001 64293 68522
 5.0000e-001 62788 68548
 5.0000e-001 62709 68574
 5.0000e-001 67020 68600
 5.0000e-001 66778 68859
 5.0000e-001 62562 68885
 5.0000e-001 59635 68911
 5.0000e-001 68780 68937
 5.0000e-001 59252 68963
 5.0000e-001 59513 68989
 5.0000e-001 68697 69015
 5.0000e-001 66822 69041
 5.0000e-001 66580 69371
 5.0000e-001 69349 69397
 5.0000e-001 65752 69423
 5.0000e-001 62433 69449
 5.0000e-001 62461 69475
 5.0000e-001 66624 69501
 5.0000e-001 63306 69724
 5.0000e-001 69641 69750
 5.0000e-001 63681 69776
 5.0000e-001 66426 69802
 5.0000e-001 66382 69828
 5.0000e-001 69619 69854
 5.0000e-001 66998 69880
 5.0000e-001 63703 70102
 5.0000e-001 61341 70128
 5.0000e-001 59685 70154
 5.0000e-001 59713 70180
 5.0000e-001 70021 70206
 5.0000e-001 65950 70232
 5.0000e-001 66325 70510
 5.0000e-001 59735 70536
 5.0000e-001 70350 70562
 5.0000e-001 56579 70588
 5.0000e-001 57005 70614
 5.0000e-001 57358 70640
 5.0000e-001 60167 70666
 5.0000e-001 70431 70692
 5.0000e-001 63731 70718
 5.0000e-001 67174 70744
 5.0000e-001 64469 71264
 5.0000e-001 64895 71290
 5.0000e-001 65576 71316
 5.0000e-001 65532 71342
 5.0000e-001 71242 71368
 5.0000e-001 66800 71394
 5.0000e-001 62483 71534
 5.0000e-001 61681 71560
 5.0000e-001 60765 71586
 5.0000e-001 60721 71612
 5.0000e-001 71512 71638
 5.0000e-001 65207 71664
 5.0000e-001 61731 71889
 5.0000e-001 71806 71915
 5.0000e-001 61759 71941
 5.0000e-001 64315 71967
 5.0000e-001 64271 71993
 5.0000e-001 71784 72019
 5.0000e-001 65554 72045
 5.0000e-001 59535 72346
 5.0000e-001 72186 72372
 5.0000e-001 57841 72398
 5.0000e-001 57459 72424
 5.0000e-001 59173 72450
 5.0000e-001 60217 72476
 5.0000e-001 72267 72502
 5.0000e-001 64491 72528
 5.0000e-001 60239 73147
 5.0000e-001 72989 73173
 5.0000e-001 60318 73199
 5.0000e-001 73068 73225
 5.0000e-001 60671 73251
 5.0000e-001 61709 73277
 5.0000e-001 72908 73303
 5.0000e-001 64873 73329
 5.0000e-001 65185 73493
 5.0000e-001 65163 73519
 5.0000e-001 297 73545
 5.0000e-001 66602 73571
 5.0000e-001 62731 73643
 5.0000e-001 61291 73669
 5.0000e-001 60916 73695
 5.0000e-001 73963 73914
 5.0000e-001 61319 73721
 5.0000e-001 63328 73747
 5.0000e-001 74167 74118
 5.0000e-001 61781 74246
 5.0000e-001 60693 74272
 5.0000e-001 56522 74298
 5.0000e-001 55735 74324
 5.0000e-001 56047 74350
 5.0000e-001 59563 74376
 5.0000e-001 61269 74402
 5.0000e-001 62810 74428
 5.0000e-001 62540 75024
 5.0000e-001 275 75050
 5.0000e-001 61860 75076
 5.0000e-001 62172 75102
 5.0000e-001 62584 75128
 5.0000e-001 60189 75387
 5.0000e-001 75308 75413
 5.0000e-001 59814 75439
 5.0000e-001 75225 75465
 5.0000e-001 61420 75491
 5.0000e-001 61659 75517
 5.0000e-001 62411 75543
 5.0000e-001 63810 75569
 5.0000e-001 61838 75877
 5.0000e-001 60815 75903
 5.0000e-001 61882 75929
 5.0000e-001 60837 76061
 5.0000e-001 60793 76087
 5.0000e-001 58862 76113
 5.0000e-001 59123 76139
 5.0000e-001 59613 76165
 5.0000e-001 75978 76191
 5.0000e-001 62150 76217
 5.0000e-001 58783 76358
 5.0000e-001 58188 76384
 5.0000e-001 58636 76410
 5.0000e-001 58592 76436
 5.0000e-001 60743 76462
 5.0000e-001 61398 76488
 5.0000e-001 59585 76768
 5.0000e-001 55628 76794
 5.0000e-001 55656 76820
 5.0000e-001 76606 76846
 5.0000e-001 59663 76872
 5.0000e-001 60894 76898
 5.0000e-001 76689 76924
 5.0000e-001 59195 77137
 5.0000e-001 55478 77163
 5.0000e-001 77529 77480
 5.0000e-001 55103 77189
 5.0000e-001 56500 77215
 5.0000e-001 60296 77241
 5.0000e-001 77659 77610
 5.0000e-001 59145 77819
 5.0000e-001 55578 77845
 5.0000e-001 54555 77871
 5.0000e-001 54583 77897
 5.0000e-001 77738 77923
 5.0000e-001 59274 77949
 5.0000e-001 58840 78067
 5.0000e-001 54706 78093
 5.0000e-001 55556 78119
 5.0000e-001 58884 78145
 5.0000e-001 57380 78379
 5.0000e-001 56422 78405
 5.0000e-001 56450 78431
 5.0000e-001 78217 78457
 5.0000e-001 58761 78483
 5.0000e-001 59792 78509
 5.0000e-001 78300 78535
 5.0000e-001 56472 78757
 5.0000e-001 78676 78783
 5.0000e-001 55528 78809
 5.0000e-001 53718 78835
 5.0000e-001 54144 78861
 5.0000e-001 54383 78887
 5.0000e-001 58210 78913
 5.0000e-001 54605 79207
 5.0000e-001 79126 79233
 5.0000e-001 51300 79259
 5.0000e-001 50655 79285
 5.0000e-001 51030 79311
 5.0000e-001 53639 79337
 5.0000e-001 57863 79363
 5.0000e-001 54405 79720
 5.0000e-001 53611 79746
 5.0000e-001 53350 79772
 5.0000e-001 53306 79798
 5.0000e-001 58614 79824
 5.0000e-001 53661 80002
 5.0000e-001 51918 80028
 5.0000e-001 52344 80054
 5.0000e-001 54433 80080
 5.0000e-001 55456 80106
 5.0000e-001 79919 80132
 5.0000e-001 57437 80158
 5.0000e-001 55678 80610
 5.0000e-001 80452 80636
 5.0000e-001 55024 80662
 5.0000e-001 50258 80688
 5.0000e-001 80531 80714
 5.0000e-001 50337 80740
 5.0000e-001 50576 80766
 5.0000e-001 80371 80792
 5.0000e-001 56601 80818
 5.0000e-001 50598 81532
 5.0000e-001 81293 81558
 5.0000e-001 48063 81584
 5.0000e-001 81374 81610
 5.0000e-001 48438 81636
 5.0000e-001 81453 81662
 5.0000e-001 55506 81688
 5.0000e-001 56400 81714
 5.0000e-001 56983 81740
 5.0000e-001 51811 82152
 5.0000e-001 82071 82178
 5.0000e-001 51379 82204
 5.0000e-001 51839 82230
 5.0000e-001 54483 82256
 5.0000e-001 55757 82282
 5.0000e-001 54505 82400
 5.0000e-001 52612 82426
 5.0000e-001 53038 82452
 5.0000e-001 55002 82478
 5.0000e-001 55606 82504
 5.0000e-001 56025 82530
 5.0000e-001 54455 82803
 5.0000e-001 50108 82829
 5.0000e-001 50036 82855
 5.0000e-001 51789 82881
 5.0000e-001 82720 82907
 5.0000e-001 55081 82933
 5.0000e-001 54662 83051
 5.0000e-001 51131 83077
 5.0000e-001 51278 83103
 5.0000e-001 54533 83129
 5.0000e-001 54684 83155
 5.0000e-001 48460 83412
 5.0000e-001 83250 83438
 5.0000e-001 46997 83464
 5.0000e-001 46714 83490
 5.0000e-001 46332 83516
 5.0000e-001 47025 83542
 5.0000e-001 47834 83568
 5.0000e-001 83333 83594
 5.0000e-001 53740 83620
 5.0000e-001 47856 83888
 5.0000e-001 83807 83914
 5.0000e-001 47884 83940
 5.0000e-001 50186 83966
 5.0000e-001 53589 83992
 5.0000e-001 54122 84018
 5.0000e-001 50208 84136
 5.0000e-001 48539 84162
 5.0000e-001 48517 84188
 5.0000e-001 53328 84214
 5.0000e-001 51861 84286
 5.0000e-001 49447 84312
 5.0000e-001 49475 84338
 5.0000e-001 50136 84364
 5.0000e-001 52634 84390
 5.0000e-001 50158 84649
 5.0000e-001 49554 84675
 5.0000e-001 49986 84701
 5.0000e-001 84487 84727
 5.0000e-001 50236 84753
 5.0000e-001 84570 84779
 5.0000e-001 53016 84805
 5.0000e-001 51052 85099
 5.0000e-001 48006 85125
 5.0000e-001 47147 85151
 5.0000e-001 85018 85177
 5.0000e-001 47075 85203
 5.0000e-001 48914 85229
 5.0000e-001 51940 85255
 5.0000e-001 48936 85468
 5.0000e-001 49015 85494
 5.0000e-001 50086 85520
 5.0000e-001 52322 85546
 5.0000e-001 51109 85690
 5.0000e-001 47248 85716
 5.0000e-001 47934 85742
 5.0000e-001 51153 85768
 5.0000e-001 47956 85842
 5.0000e-001 45012 85868
 5.0000e-001 45091 85894
 5.0000e-001 47538 85920
 5.0000e-001 47984 85946
 5.0000e-001 50677 85972
